Geoid 2010,Year,Med Family Income Adj,Med Gross Rent Adj,Med Household Income Adj,Poverty Perc,Unemployment
48127,2015-2019,33253.005411334430,767.38520121780280,28788.604213089424,0.3367228355607205,0.1337148803329864
48129,2015-2019,56308.479025822900,703.78974255334400,45535.408328063575,0.1474760805014846,0.0254071661237785
48131,2015-2019,55040.809549778016,641.25420819995950,43654.042675906670,0.2278576124729971,0.0973006905210295
48133,2015-2019,52936.859792295500,598.85723575698700,39509.738619606105,0.1830050257061983,0.0483216025988088
48135,2015-2019,77863.099815830120,1122.45984542769770,66746.613641282730,0.1190083373214780,0.0607222514597899
48137,2015-2019,58560.818186855810,417.61017856327940,43208.874465255450,0.0865687303252885,0E-16
48139,2015-2019,91312.479399052080,1117.16022387232620,81477.441716593530,0.0876299782470505,0.0340239197094332
48141,2015-2019,55552.752992026910,888.21657268027460,49679.712384364140,0.2018718206092735,0.0607177994096991
48143,2015-2019,78524.492585940500,965.59104738869940,55902.528014681430,0.1837227433917658,0.0356885537249627
48145,2015-2019,54797.026958230920,539.50147433682550,41863.830514502150,0.2647399588053553,0.0491517361661645
48147,2015-2019,72647.212281033430,835.22035712655880,57922.743751589070,0.1202140798682585,0.0380042608755412
48149,2015-2019,76913.407633107550,857.47876765911940,63795.784359251840,0.1185637953367875,0.0328037784456848
48151,2015-2019,65715.307286607420,641.25420819995950,48911.267258835260,0.1505235602094241,0.0436485730274202
48153,2015-2019,57979.979664387090,767.38520121780280,53610.971654138770,0.1471507991660875,0.0498098859315589
48155,2015-2019,55876.029906904570,520.42283673748780,46239.198070616920,0.1041162227602905,0.0923566878980891
48157,2015-2019,114695.469625662520,1516.75168914734240,103600.181937336600,0.0740854397370112,0.0510889461111283
48159,2015-2019,68836.784382721280,863.83831352556540,57005.909222509790,0.0930933760482427,0.0636221701795472
48161,2015-2019,67252.197537665180,768.44512552887720,52435.515593157350,0.1805694029024039,0.0435019032082653
48163,2015-2019,57353.564396542170,867.01808645878830,49529.203132191586,0.2325641190460886,0.0672103487064117
48165,2015-2019,76803.175504755810,765.26535259565420,66832.467510479750,0.1525950381123464,0.0541441545005173
